id_batalha,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
3675,5,1,0,Jogador_177,"Mago, P.E.K.K.A, Mini P.E.K.K.A, Gigante, Canhão, Bárbaros, Golem, Cura","Cavalaria, Mago, Mini P.E.K.K.A, Bola de Fogo, Foguete, P.E.K.K.A, Canhão, Dragão",4517,1565
3676,7,1,0,Jogador_181,"Arqueiras, Bola de Fogo, Mago, P.E.K.K.A, Foguete, Dragão, Canhão, Gigante","Golem, Canhão, Cura, Dragão, Arqueiras, Gigante, Cavalaria, Foguete",331,3226
3677,8,1,0,Jogador_469,"Cavalaria, Cura, Bárbaros, Canhão, Mini P.E.K.K.A, Bola de Fogo, Gigante, Golem","P.E.K.K.A, Canhão, Foguete, Golem, Arqueiras, Mini P.E.K.K.A, Dragão, Bola de Fogo",4678,3224
3678,4,2,3,Jogador_374,"Arqueiras, Dragão, Bola de Fogo, Canhão, Mini P.E.K.K.A, Mago, Gigante, Foguete","Golem, Foguete, Mago, Arqueiras, P.E.K.K.A, Bola de Fogo, Canhão, Mini P.E.K.K.A",3577,969
3679,9,0,1,Jogador_865,"Canhão, P.E.K.K.A, Bola de Fogo, Dragão, Bárbaros, Mini P.E.K.K.A, Gigante, Foguete","Mago, Bárbaros, Cavalaria, Dragão, Bola de Fogo, Mini P.E.K.K.A, Golem, Foguete",4706,985
3680,3,3,3,Jogador_869,"Bárbaros, P.E.K.K.A, Arqueiras, Golem, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante","Foguete, Gigante, Arqueiras, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, P.E.K.K.A, Mago",3613,2390
3681,9,2,3,Jogador_61,"Canhão, Gigante, Foguete, Golem, P.E.K.K.A, Cavalaria, Mini P.E.K.K.A, Dragão","Bola de Fogo, Bárbaros, Cura, Mini P.E.K.K.A, Canhão, Cavalaria, Gigante, Arqueiras",369,3692
3682,3,1,1,Jogador_961,"Dragão, Foguete, Canhão, Bola de Fogo, P.E.K.K.A, Cura, Golem, Mini P.E.K.K.A","Gigante, Bárbaros, Cavalaria, Arqueiras, Mago, Golem, Canhão, Mini P.E.K.K.A",3680,4531
3683,5,3,1,Jogador_803,"Bola de Fogo, Foguete, Cura, Arqueiras, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A, Dragão","P.E.K.K.A, Cura, Arqueiras, Canhão, Dragão, Cavalaria, Bola de Fogo, Golem",3405,4138
3684,3,2,2,Jogador_572,"Gigante, Arqueiras, Bola de Fogo, Canhão, Dragão, Mago, Foguete, Golem","Cura, Bárbaros, Gigante, Dragão, Arqueiras, Foguete, Cavalaria, P.E.K.K.A",2847,3466
3685,7,3,0,Jogador_638,"Gigante, Cura, Mini P.E.K.K.A, Bola de Fogo, Mago, Cavalaria, Golem, Foguete","Bola de Fogo, Golem, Cura, P.E.K.K.A, Dragão, Arqueiras, Gigante, Bárbaros",3420,4905
3686,6,2,3,Jogador_56,"P.E.K.K.A, Mago, Dragão, Bola de Fogo, Canhão, Gigante, Mini P.E.K.K.A, Cavalaria","Mago, Dragão, P.E.K.K.A, Canhão, Bola de Fogo, Arqueiras, Mini P.E.K.K.A, Gigante",35,3924
3687,7,3,1,Jogador_237,"Mini P.E.K.K.A, Gigante, P.E.K.K.A, Golem, Bola de Fogo, Cura, Bárbaros, Cavalaria","Canhão, Cavalaria, Mago, Mini P.E.K.K.A, Foguete, Arqueiras, Cura, Gigante",1566,1766
3688,8,3,1,Jogador_320,"Foguete, Canhão, Golem, P.E.K.K.A, Bárbaros, Arqueiras, Mini P.E.K.K.A, Cavalaria","Arqueiras, Bárbaros, Foguete, Golem, Canhão, Cura, Cavalaria, Gigante",4785,1830
3689,8,1,3,Jogador_695,"Foguete, Arqueiras, Dragão, Gigante, Cavalaria, Mago, Bárbaros, Bola de Fogo","Cura, Golem, Gigante, Cavalaria, P.E.K.K.A, Arqueiras, Bárbaros, Foguete",1808,648
3690,10,2,1,Jogador_160,"Bola de Fogo, Mago, Dragão, Foguete, Golem, Bárbaros, P.E.K.K.A, Cura","Golem, Dragão, Bola de Fogo, Mini P.E.K.K.A, Gigante, Mago, Cura, Cavalaria",3670,2720
3691,7,1,0,Jogador_386,"Gigante, Canhão, Mago, Bola de Fogo, P.E.K.K.A, Arqueiras, Bárbaros, Golem","P.E.K.K.A, Mini P.E.K.K.A, Gigante, Mago, Cavalaria, Bárbaros, Bola de Fogo, Cura",1136,3001
3692,8,0,0,Jogador_730,"Bárbaros, Cura, Foguete, Golem, Arqueiras, Mago, P.E.K.K.A, Canhão","P.E.K.K.A, Golem, Arqueiras, Mago, Foguete, Bola de Fogo, Dragão, Cavalaria",2920,4543
3693,7,2,2,Jogador_148,"Bola de Fogo, Golem, Mago, Mini P.E.K.K.A, Dragão, Arqueiras, Cavalaria, Canhão","Arqueiras, Mago, Foguete, Cura, Bola de Fogo, Golem, Bárbaros, Gigante",3166,1041
3694,10,1,0,Jogador_213,"Foguete, Mini P.E.K.K.A, Golem, Bola de Fogo, Cavalaria, Gigante, Bárbaros, Mago","Gigante, Mini P.E.K.K.A, Mago, Foguete, P.E.K.K.A, Canhão, Cavalaria, Bárbaros",3893,3751
3695,8,1,0,Jogador_552,"Gigante, Canhão, Bárbaros, P.E.K.K.A, Mago, Foguete, Arqueiras, Cura","Dragão, Foguete, Bola de Fogo, Canhão, Mini P.E.K.K.A, Arqueiras, Bárbaros, Golem",732,1519
3696,3,0,1,Jogador_430,"Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante, Cavalaria, Mago","Mago, Cura, Bárbaros, Canhão, Bola de Fogo, Dragão, P.E.K.K.A, Cavalaria",2107,3223
3697,3,1,0,Jogador_308,"Bárbaros, Canhão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão, Cura","P.E.K.K.A, Golem, Bola de Fogo, Cura, Cavalaria, Mago, Arqueiras, Canhão",707,3827
3698,10,1,3,Jogador_950,"Bárbaros, Cura, Mago, Arqueiras, Dragão, P.E.K.K.A, Canhão, Foguete","Bárbaros, Arqueiras, Foguete, Canhão, Bola de Fogo, Cavalaria, Cura, Gigante",800,3679
3699,6,0,1,Jogador_334,"Dragão, Canhão, Gigante, Cura, Arqueiras, P.E.K.K.A, Foguete, Cavalaria","P.E.K.K.A, Cura, Arqueiras, Canhão, Dragão, Cavalaria, Bola de Fogo, Golem",2300,1540
3700,10,1,0,Jogador_949,"P.E.K.K.A, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Mago, Foguete, Dragão","Gigante, Cura, Bárbaros, Arqueiras, Dragão, Foguete, Mago, Canhão",3325,3823
3701,6,3,1,Jogador_723,"Bárbaros, Dragão, Mago, Mini P.E.K.K.A, Cura, Arqueiras, Bola de Fogo, Foguete","Arqueiras, Bárbaros, Foguete, Golem, Canhão, Cura, Cavalaria, Gigante",3849,2021
3702,6,1,1,Jogador_263,"Foguete, Canhão, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Golem, Bola de Fogo, Mago","Mago, P.E.K.K.A, Cura, Cavalaria, Bárbaros, Mini P.E.K.K.A, Foguete, Gigante",2529,4899
3703,8,3,2,Jogador_501,"Arqueiras, Mini P.E.K.K.A, Cura, P.E.K.K.A, Mago, Dragão, Bola de Fogo, Gigante","Mago, Arqueiras, P.E.K.K.A, Foguete, Dragão, Bola de Fogo, Bárbaros, Gigante",2437,1537
3704,3,2,0,Jogador_105,"Cura, Bárbaros, Dragão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Golem, Mago","P.E.K.K.A, Cura, Bárbaros, Golem, Mini P.E.K.K.A, Cavalaria, Foguete, Mago",3647,3670
3705,8,0,1,Jogador_343,"Bola de Fogo, Cavalaria, Cura, Foguete, Gigante, Dragão, Mago, Mini P.E.K.K.A","Canhão, Foguete, P.E.K.K.A, Gigante, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Mago",2981,1852
3706,10,2,2,Jogador_243,"Golem, Dragão, Bola de Fogo, Mini P.E.K.K.A, Gigante, Mago, Cura, Cavalaria","Bola de Fogo, Foguete, Arqueiras, Gigante, Golem, Dragão, Bárbaros, Canhão",3379,3056
3707,9,1,0,Jogador_170,"P.E.K.K.A, Bola de Fogo, Canhão, Dragão, Cavalaria, Bárbaros, Arqueiras, Foguete","Dragão, Foguete, Bola de Fogo, Canhão, Mini P.E.K.K.A, Arqueiras, Bárbaros, Golem",4421,3995
3708,10,0,0,Jogador_550,"Gigante, Cura, Arqueiras, P.E.K.K.A, Canhão, Bárbaros, Mago, Bola de Fogo","Bárbaros, Mago, Gigante, Dragão, Cavalaria, Cura, Bola de Fogo, Mini P.E.K.K.A",752,4688
3709,5,1,2,Jogador_183,"Arqueiras, Golem, P.E.K.K.A, Cavalaria, Mago, Dragão, Mini P.E.K.K.A, Canhão","Arqueiras, P.E.K.K.A, Cavalaria, Bola de Fogo, Foguete, Mago, Canhão, Cura",1923,1198
3710,9,0,2,Jogador_445,"Golem, Cavalaria, Canhão, Gigante, Cura, P.E.K.K.A, Foguete, Dragão","Gigante, Bárbaros, Bola de Fogo, Mago, Canhão, P.E.K.K.A, Cavalaria, Mini P.E.K.K.A",177,1157
3711,5,3,0,Jogador_656,"Gigante, P.E.K.K.A, Cavalaria, Canhão, Mago, Golem, Cura, Dragão","Mago, Gigante, Arqueiras, Foguete, Cura, Bárbaros, Canhão, Golem",4049,832
3712,4,3,1,Jogador_848,"Bárbaros, Dragão, P.E.K.K.A, Golem, Canhão, Foguete, Arqueiras, Bola de Fogo","Foguete, Bola de Fogo, Bárbaros, Arqueiras, Cura, Cavalaria, Canhão, Gigante",4938,1328
3713,5,2,0,Jogador_134,"Mago, Dragão, P.E.K.K.A, Golem, Bárbaros, Canhão, Bola de Fogo, Mini P.E.K.K.A","Gigante, Cavalaria, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Arqueiras, Bárbaros, Golem",1054,4389
3714,5,2,1,Jogador_961,"Gigante, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Mago, Arqueiras, Foguete","Mago, Bola de Fogo, Gigante, Cavalaria, Dragão, Arqueiras, Golem, Bárbaros",1659,4620
3715,4,3,0,Jogador_914,"Mini P.E.K.K.A, Bola de Fogo, Gigante, Foguete, Dragão, Cavalaria, Bárbaros, Cura","Bárbaros, Foguete, Cavalaria, Canhão, P.E.K.K.A, Golem, Arqueiras, Gigante",388,3298
3716,4,3,1,Jogador_478,"P.E.K.K.A, Dragão, Mago, Gigante, Canhão, Bárbaros, Mini P.E.K.K.A, Bola de Fogo","Golem, Mago, Foguete, Dragão, Mini P.E.K.K.A, Gigante, Cura, P.E.K.K.A",1900,1076
3717,5,2,1,Jogador_28,"P.E.K.K.A, Golem, Cavalaria, Mini P.E.K.K.A, Mago, Foguete, Gigante, Canhão","Bárbaros, Arqueiras, Mini P.E.K.K.A, Cura, Bola de Fogo, Mago, Cavalaria, Dragão",4249,4475
3718,6,0,1,Jogador_456,"Bola de Fogo, Dragão, Mago, P.E.K.K.A, Foguete, Cavalaria, Arqueiras, Gigante","Foguete, Golem, P.E.K.K.A, Cavalaria, Canhão, Bola de Fogo, Cura, Bárbaros",4077,3986
3719,7,3,2,Jogador_553,"Golem, Bola de Fogo, Mini P.E.K.K.A, Canhão, Gigante, Cura, Bárbaros, Mago","Golem, Gigante, Cura, Cavalaria, Foguete, Mago, P.E.K.K.A, Arqueiras",4769,2581
3720,9,0,0,Jogador_578,"Foguete, Canhão, Golem, P.E.K.K.A, Bárbaros, Arqueiras, Mini P.E.K.K.A, Cavalaria","Bárbaros, Canhão, Cavalaria, Cura, Dragão, Mago, Gigante, Golem",1390,4456
3721,3,1,0,Jogador_248,"Cavalaria, Mago, Canhão, Cura, Dragão, Golem, Arqueiras, Gigante","Bárbaros, Golem, Canhão, Foguete, Bola de Fogo, P.E.K.K.A, Gigante, Mago",3311,1688
3722,6,3,3,Jogador_367,"Canhão, Gigante, Foguete, Golem, P.E.K.K.A, Cavalaria, Mini P.E.K.K.A, Dragão","Cavalaria, Dragão, Arqueiras, Foguete, Cura, Golem, Bola de Fogo, Bárbaros",2264,2343
3723,6,0,0,Jogador_89,"P.E.K.K.A, Dragão, Cavalaria, Mini P.E.K.K.A, Arqueiras, Bárbaros, Cura, Gigante","Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Canhão, P.E.K.K.A, Foguete, Mago, Dragão",4154,2222
3724,7,2,2,Jogador_43,"Bola de Fogo, P.E.K.K.A, Canhão, Gigante, Foguete, Arqueiras, Cavalaria, Cura","Mago, Canhão, Foguete, Arqueiras, Bárbaros, Bola de Fogo, Cura, Gigante",3661,1725
3725,5,1,3,Jogador_918,"Bárbaros, Canhão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão, Cura","Golem, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Gigante, Arqueiras, Cura",3996,1938
3726,6,3,3,Jogador_506,"Gigante, P.E.K.K.A, Cura, Cavalaria, Mini P.E.K.K.A, Mago, Bola de Fogo, Bárbaros","Canhão, Mago, Arqueiras, Golem, Foguete, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros",1715,545
3727,10,0,1,Jogador_691,"Gigante, Golem, Bárbaros, Cavalaria, Mago, Foguete, Arqueiras, Canhão","P.E.K.K.A, Golem, Gigante, Bola de Fogo, Arqueiras, Mago, Foguete, Cavalaria",4837,4164
3728,4,2,2,Jogador_769,"Mago, Dragão, P.E.K.K.A, Canhão, Bola de Fogo, Arqueiras, Mini P.E.K.K.A, Gigante","Mini P.E.K.K.A, Gigante, P.E.K.K.A, Foguete, Golem, Cavalaria, Dragão, Arqueiras",3803,3362
3729,5,2,2,Jogador_512,"Golem, Mago, P.E.K.K.A, Dragão, Canhão, Bárbaros, Cavalaria, Arqueiras","Canhão, Mini P.E.K.K.A, Bárbaros, Golem, Dragão, P.E.K.K.A, Gigante, Foguete",2439,952
3730,9,1,3,Jogador_256,"Golem, Cavalaria, Gigante, Foguete, Cura, Bárbaros, Mini P.E.K.K.A, Bola de Fogo","Bárbaros, Canhão, Bola de Fogo, Mago, P.E.K.K.A, Arqueiras, Foguete, Cavalaria",3226,769
3731,3,3,0,Jogador_940,"P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Canhão, Gigante","Golem, Arqueiras, Mini P.E.K.K.A, Gigante, Foguete, Canhão, Bola de Fogo, Mago",2592,3948
3732,10,1,1,Jogador_711,"Mago, Cura, Gigante, Arqueiras, P.E.K.K.A, Foguete, Golem, Bárbaros","Arqueiras, P.E.K.K.A, Bárbaros, Bola de Fogo, Gigante, Foguete, Mago, Canhão",4368,4151
3733,3,0,2,Jogador_511,"Cavalaria, Golem, Gigante, Dragão, Cura, Bárbaros, Mago, Mini P.E.K.K.A","Mago, Cavalaria, Cura, Bárbaros, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Golem",530,2879
3734,8,2,1,Jogador_233,"Mago, Foguete, P.E.K.K.A, Bárbaros, Golem, Cura, Gigante, Arqueiras","Mago, Arqueiras, Canhão, Mini P.E.K.K.A, Golem, Cura, Gigante, Bola de Fogo",3984,2225
3735,6,1,2,Jogador_341,"Golem, Cura, Canhão, P.E.K.K.A, Arqueiras, Mago, Cavalaria, Dragão","Arqueiras, Bárbaros, Foguete, Golem, Canhão, Cura, Cavalaria, Gigante",934,1109
3736,5,0,0,Jogador_737,"Dragão, Cura, Bárbaros, P.E.K.K.A, Cavalaria, Arqueiras, Golem, Foguete","Foguete, Bola de Fogo, Cura, Cavalaria, Arqueiras, Bárbaros, Mago, Mini P.E.K.K.A",4272,4009
3737,10,2,3,Jogador_902,"Mago, Arqueiras, Canhão, Mini P.E.K.K.A, Golem, Cura, Gigante, Bola de Fogo","Canhão, Cura, P.E.K.K.A, Bárbaros, Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A",1779,3650
3738,10,0,1,Jogador_662,"Bárbaros, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Cura, Bola de Fogo","Canhão, Dragão, Mini P.E.K.K.A, Cavalaria, Golem, Mago, Arqueiras, Cura",3023,1114
3739,7,3,0,Jogador_674,"Gigante, Bola de Fogo, Mini P.E.K.K.A, Cura, Mago, Bárbaros, Arqueiras, Cavalaria","Gigante, Arqueiras, Foguete, Dragão, Mago, Golem, P.E.K.K.A, Cura",2590,3459
3740,4,0,3,Jogador_272,"Golem, Bárbaros, Foguete, Bola de Fogo, Canhão, Arqueiras, Mini P.E.K.K.A, Dragão","Golem, Gigante, P.E.K.K.A, Canhão, Cavalaria, Arqueiras, Dragão, Mago",1709,1974
3741,7,2,0,Jogador_79,"Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão, Cura, Mago, Golem, Arqueiras","Mago, Mini P.E.K.K.A, Canhão, Gigante, Cura, Foguete, Cavalaria, P.E.K.K.A",578,2001
3742,9,2,0,Jogador_737,"Gigante, Arqueiras, Foguete, Bola de Fogo, Bárbaros, Mago, Mini P.E.K.K.A, Golem","Arqueiras, Mago, P.E.K.K.A, Mini P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo",3815,3673
3743,7,3,3,Jogador_137,"Cavalaria, Dragão, P.E.K.K.A, Canhão, Mago, Arqueiras, Bárbaros, Bola de Fogo","Bárbaros, Dragão, Gigante, P.E.K.K.A, Cura, Cavalaria, Bola de Fogo, Mago",1143,787
3744,3,2,3,Jogador_988,"Golem, Gigante, Bola de Fogo, Arqueiras, Mago, Mini P.E.K.K.A, Cura, Foguete","P.E.K.K.A, Cura, Dragão, Arqueiras, Bárbaros, Mago, Cavalaria, Gigante",549,3328
3745,3,3,0,Jogador_512,"Golem, Cavalaria, Gigante, Foguete, Cura, Bárbaros, Mini P.E.K.K.A, Bola de Fogo","Mini P.E.K.K.A, P.E.K.K.A, Arqueiras, Foguete, Golem, Dragão, Cura, Bárbaros",346,616
3746,5,0,2,Jogador_111,"Gigante, Dragão, Bárbaros, Bola de Fogo, Arqueiras, Golem, Cavalaria, Foguete","Golem, Mini P.E.K.K.A, Cavalaria, Arqueiras, Bola de Fogo, Mago, Canhão, Bárbaros",2757,4931
3747,9,3,2,Jogador_329,"Bárbaros, Canhão, Arqueiras, Gigante, Bola de Fogo, Cavalaria, P.E.K.K.A, Foguete","Gigante, Cura, Mini P.E.K.K.A, Bola de Fogo, Mago, Cavalaria, Golem, Foguete",1954,3152
3748,10,2,3,Jogador_101,"Arqueiras, P.E.K.K.A, Bárbaros, Bola de Fogo, Gigante, Foguete, Mago, Canhão","Canhão, Gigante, Dragão, Cura, Cavalaria, Mini P.E.K.K.A, Arqueiras, Mago",3847,2058
3749,5,0,2,Jogador_201,"Mago, Gigante, Canhão, Cura, Golem, Dragão, Bárbaros, Arqueiras","Arqueiras, Foguete, Mago, Cura, Bola de Fogo, Gigante, Cavalaria, P.E.K.K.A",1534,1546
3750,7,3,0,Jogador_54,"P.E.K.K.A, Bola de Fogo, Dragão, Cura, Canhão, Cavalaria, Arqueiras, Mini P.E.K.K.A","Gigante, Canhão, Bárbaros, Foguete, Mago, Arqueiras, Mini P.E.K.K.A, Cura",4755,1479
3751,10,2,1,Jogador_574,"Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão","Cavalaria, Mago, Canhão, Gigante, Arqueiras, Bárbaros, Cura, Bola de Fogo",2048,2750
3752,7,0,2,Jogador_407,"Mago, Gigante, Mini P.E.K.K.A, Foguete, Cura, P.E.K.K.A, Bola de Fogo, Bárbaros","Golem, Arqueiras, Cura, Foguete, Canhão, Cavalaria, Gigante, Mago",979,112
3753,8,2,0,Jogador_243,"Cura, Cavalaria, Gigante, Mini P.E.K.K.A, Bola de Fogo, Arqueiras, Mago, P.E.K.K.A","Cura, Mini P.E.K.K.A, Mago, Cavalaria, Dragão, Canhão, Arqueiras, Golem",1485,556
3754,10,1,1,Jogador_52,"Arqueiras, Mago, P.E.K.K.A, Mini P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo","Bárbaros, Mago, P.E.K.K.A, Arqueiras, Golem, Mini P.E.K.K.A, Cura, Cavalaria",979,4895
3755,6,0,1,Jogador_757,"Bola de Fogo, Canhão, Bárbaros, Gigante, Golem, Mago, Foguete, Cavalaria","Golem, Bola de Fogo, Mago, Arqueiras, P.E.K.K.A, Cura, Bárbaros, Dragão",3997,3978
3756,6,2,3,Jogador_98,"Cavalaria, Mago, Bola de Fogo, Foguete, Golem, Gigante, Canhão, Mini P.E.K.K.A","Cura, Cavalaria, Bárbaros, Foguete, Golem, Bola de Fogo, Mago, Dragão",569,245
3757,8,3,2,Jogador_649,"Foguete, Arqueiras, P.E.K.K.A, Canhão, Bárbaros, Bola de Fogo, Golem, Cura","Cura, Mini P.E.K.K.A, Cavalaria, Arqueiras, Bola de Fogo, Golem, Bárbaros, Foguete",2157,2051
3758,3,0,3,Jogador_999,"Golem, Foguete, Dragão, Mago, P.E.K.K.A, Cura, Gigante, Mini P.E.K.K.A","Foguete, Bola de Fogo, Cura, Cavalaria, Dragão, Golem, Gigante, Canhão",625,1063
3759,6,2,0,Jogador_568,"Cavalaria, Cura, Foguete, Gigante, Dragão, Bárbaros, Canhão, Arqueiras","Bárbaros, Cura, Canhão, P.E.K.K.A, Dragão, Golem, Bola de Fogo, Gigante",1520,2856
3760,4,0,0,Jogador_283,"Gigante, Arqueiras, Bola de Fogo, P.E.K.K.A, Golem, Canhão, Dragão, Foguete","Cura, Arqueiras, Golem, Gigante, Dragão, Foguete, Canhão, Bárbaros",1703,1480
3761,7,1,1,Jogador_119,"Mini P.E.K.K.A, Arqueiras, Bola de Fogo, Gigante, Golem, Canhão, Foguete, Mago","Bola de Fogo, Golem, Dragão, Foguete, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Mago",2031,3518
3762,6,2,3,Jogador_974,"Canhão, Bárbaros, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Foguete, Gigante","Bárbaros, Arqueiras, Foguete, Canhão, Bola de Fogo, Cavalaria, Cura, Gigante",78,2001
3763,7,1,1,Jogador_888,"Arqueiras, Cavalaria, Bola de Fogo, Canhão, Foguete, Golem, Gigante, Mini P.E.K.K.A","Cura, Bárbaros, Gigante, Dragão, Arqueiras, Foguete, Cavalaria, P.E.K.K.A",473,4320
3764,3,2,3,Jogador_489,"Golem, Gigante, Bola de Fogo, Arqueiras, Mago, Mini P.E.K.K.A, Cura, Foguete","Foguete, P.E.K.K.A, Dragão, Mago, Bola de Fogo, Cavalaria, Arqueiras, Cura",3151,827
3765,3,0,3,Jogador_161,"Cavalaria, P.E.K.K.A, Cura, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão","Arqueiras, Bárbaros, Golem, Cura, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Mago",813,2226
3766,10,2,0,Jogador_345,"Mago, P.E.K.K.A, Mini P.E.K.K.A, Gigante, Canhão, Bárbaros, Golem, Cura","Bola de Fogo, Mago, Canhão, Gigante, Golem, P.E.K.K.A, Foguete, Mini P.E.K.K.A",731,2768
3767,7,0,2,Jogador_734,"Arqueiras, Golem, Cura, Mago, P.E.K.K.A, Bola de Fogo, Canhão, Dragão","Mini P.E.K.K.A, Mago, Cura, P.E.K.K.A, Dragão, Foguete, Gigante, Cavalaria",2385,4452
3768,10,1,3,Jogador_90,"Mini P.E.K.K.A, Mago, Dragão, Foguete, Golem, Bola de Fogo, Bárbaros, Cura","Bárbaros, Cura, Canhão, P.E.K.K.A, Dragão, Golem, Bola de Fogo, Gigante",3730,1823
3769,5,0,1,Jogador_938,"Golem, Foguete, Bola de Fogo, Arqueiras, Bárbaros, Cura, Gigante, Dragão","Dragão, Cavalaria, Bola de Fogo, Gigante, Bárbaros, Canhão, Foguete, Mini P.E.K.K.A",4331,1064
3770,8,3,2,Jogador_800,"P.E.K.K.A, Foguete, Mini P.E.K.K.A, Dragão, Cavalaria, Golem, Cura, Gigante","Mini P.E.K.K.A, Dragão, Cura, Canhão, Arqueiras, Gigante, Foguete, Bola de Fogo",4635,4080
3771,8,1,1,Jogador_453,"Cavalaria, Dragão, Golem, Canhão, Bola de Fogo, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A","Bola de Fogo, Bárbaros, Gigante, Foguete, P.E.K.K.A, Golem, Arqueiras, Mini P.E.K.K.A",3454,1230
3772,3,3,3,Jogador_311,"Gigante, P.E.K.K.A, Golem, Arqueiras, Mago, Bola de Fogo, Cavalaria, Cura","Cavalaria, Bola de Fogo, Foguete, Arqueiras, Mago, Cura, Bárbaros, Gigante",1039,4938
3773,10,1,1,Jogador_281,"Arqueiras, Dragão, Cura, Gigante, P.E.K.K.A, Golem, Bárbaros, Foguete","Mini P.E.K.K.A, Gigante, Canhão, Bola de Fogo, P.E.K.K.A, Cavalaria, Arqueiras, Dragão",2524,3813
3774,7,2,0,Jogador_69,"P.E.K.K.A, Cavalaria, Canhão, Foguete, Mini P.E.K.K.A, Gigante, Golem, Bárbaros","Gigante, Cavalaria, Arqueiras, Foguete, Mago, Dragão, Canhão, Golem",725,2349
3775,5,0,3,Jogador_891,"Bárbaros, Mago, Gigante, Dragão, Cavalaria, Cura, Bola de Fogo, Mini P.E.K.K.A","Arqueiras, Golem, Dragão, Bárbaros, Cavalaria, P.E.K.K.A, Canhão, Gigante",3615,211
3776,10,1,0,Jogador_340,"Arqueiras, Bárbaros, Dragão, P.E.K.K.A, Foguete, Cura, Golem, Mago","Dragão, Canhão, Arqueiras, Golem, Bola de Fogo, Cura, Cavalaria, Gigante",1647,2088
3777,10,1,3,Jogador_275,"Mini P.E.K.K.A, Golem, Cavalaria, Cura, Gigante, Mago, Bola de Fogo, Bárbaros","Foguete, Arqueiras, P.E.K.K.A, Mago, Bola de Fogo, Gigante, Mini P.E.K.K.A, Golem",2366,4638
3778,6,2,1,Jogador_262,"Foguete, P.E.K.K.A, Mago, Mini P.E.K.K.A, Canhão, Bárbaros, Arqueiras, Cura","Mago, Gigante, Arqueiras, Bola de Fogo, Foguete, Dragão, Cavalaria, Bárbaros",285,649
3779,10,0,0,Jogador_689,"Foguete, Mini P.E.K.K.A, Cura, Cavalaria, Golem, Bárbaros, Mago, Bola de Fogo","P.E.K.K.A, Bola de Fogo, Cura, Foguete, Cavalaria, Bárbaros, Mago, Mini P.E.K.K.A",1525,4746
3780,9,3,3,Jogador_791,"Cavalaria, Arqueiras, Mini P.E.K.K.A, Dragão, Canhão, Gigante, P.E.K.K.A, Cura","Golem, Mago, Arqueiras, Bárbaros, Cura, Gigante, Dragão, Foguete",4554,711
3781,8,3,3,Jogador_751,"Mago, Golem, Arqueiras, Dragão, Canhão, Foguete, Cavalaria, Mini P.E.K.K.A","Mini P.E.K.K.A, Foguete, Dragão, Bárbaros, Bola de Fogo, Cavalaria, Cura, Gigante",1420,4856
3782,8,1,3,Jogador_172,"Mago, Mini P.E.K.K.A, Canhão, Gigante, Cura, Foguete, Cavalaria, P.E.K.K.A","Arqueiras, Mago, Bárbaros, Cura, Canhão, Golem, Dragão, Gigante",1442,3454
3783,4,3,0,Jogador_177,"Cavalaria, P.E.K.K.A, Golem, Bárbaros, Gigante, Arqueiras, Bola de Fogo, Cura","Cavalaria, Dragão, Mini P.E.K.K.A, Golem, Bola de Fogo, Gigante, Mago, Cura",3663,571
3784,4,3,3,Jogador_467,"Arqueiras, Foguete, Mago, Cura, Bola de Fogo, Gigante, Cavalaria, P.E.K.K.A","Canhão, Gigante, Dragão, Cura, Cavalaria, Mini P.E.K.K.A, Arqueiras, Mago",1446,1663
